areaFIPS,areaname,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
17,Illinois,Citizenship,US citizen,0.988924325,0.961985886,0.999530911,0.986825764,0.990328133,0.988527298,0.989140153
17,Illinois,Citizenship,Non-US citizen,0.011075653,0.03801411,0.000469109,0.013174253,0.009671882,0.01147273,0.01085984
18,Indiana,Citizenship,US citizen,0.991976857,0.935114086,0.999171913,0.991010964,0.993466973,0.993092,0.990990579
18,Indiana,Citizenship,Non-US citizen,0.00802312,0.064885907,0.000828071,0.008989033,0.006533041,0.00690797,0.009009399
19,Iowa,Citizenship,US citizen,0.988403797,0.908085227,0.999575794,0.985673726,0.989944696,0.986826301,0.989383519
19,Iowa,Citizenship,Non-US citizen,0.011596225,0.09191478,0.000424188,0.014326291,0.010055291,0.013173678,0.010616502
20,Kansas,Citizenship,US citizen,0.989397764,0.930948257,0.999455988,0.984207988,0.993547916,0.993101954,0.986835718
20,Kansas,Citizenship,Non-US citizen,0.010602259,0.069051765,0.000543987,0.015791992,0.00645209,0.006898034,0.013164297
21,Kentucky,Citizenship,US citizen,0.990487278,0.89164567,0.999495625,0.98679316,0.995073974,0.992060423,0.989213049
21,Kentucky,Citizenship,Non-US citizen,0.009512731,0.10835436,0.000504393,0.013206858,0.004926049,0.007939557,0.010786927
22,Louisiana,Citizenship,US citizen,0.995134592,0.942536712,1,0.995386362,0.995248318,0.994538307,0.995473742
22,Louisiana,Citizenship,Non-US citizen,0.004865404,0.057463307,0,0.004613622,0.004751671,0.00546169,0.004526274
23,Maine,Citizenship,US citizen,0.98872894,0.858938575,0.998301685,0.975996375,0.997903645,0.986424565,0.990506589
23,Maine,Citizenship,Non-US citizen,0.011271059,0.141061455,0.001698325,0.024003649,0.002096344,0.01357541,0.009493401
24,Maryland,Citizenship,US citizen,0.979391932,0.929843009,0.999238253,0.968580842,0.985402405,0.979471982,0.979342699
24,Maryland,Citizenship,Non-US citizen,0.020608084,0.070156984,0.000761718,0.031419169,0.014597577,0.020528028,0.020657316
25,Massachusetts,Citizenship,US citizen,0.979027987,0.935821712,0.999183297,0.967179298,0.984523654,0.974461198,0.981135964
25,Massachusetts,Citizenship,Non-US citizen,0.02097201,0.06417831,0.000816707,0.032820687,0.015476361,0.025538819,0.018864026
26,Michigan,Citizenship,US citizen,0.988680124,0.914811909,0.999739468,0.987559319,0.989454985,0.988189161,0.988992989
26,Michigan,Citizenship,Non-US citizen,0.011319879,0.085188076,0.000260503,0.012440672,0.010544999,0.011810852,0.011007017
27,Minnesota,Citizenship,US citizen,0.985967815,0.932576299,0.999301791,0.97457546,0.991682172,0.983873487,0.987463176
27,Minnesota,Citizenship,Non-US citizen,0.014032205,0.067423724,0.000698237,0.025424544,0.008317828,0.016126487,0.012536814
28,Mississippi,Citizenship,US citizen,0.997982323,0.951312304,1,0.997986019,0.997905076,0.998518527,0.997664154
28,Mississippi,Citizenship,Non-US citizen,0.002017654,0.048687715,0,0.002013953,0.002094944,0.00148145,0.002335832
29,Missouri,Citizenship,US citizen,0.995710015,0.95537436,0.999640167,0.995808423,0.996184886,0.994685709,0.99649179
29,Missouri,Citizenship,Non-US citizen,0.004289974,0.044625618,0.000359814,0.004191589,0.003815092,0.00531427,0.003508185
30,Montana,Citizenship,US citizen,0.997843385,0,1,0.99661839,0.998936534,0.998005271,0.997699499
30,Montana,Citizenship,Non-US citizen,0.002156594,0,0,0.003381592,0.001063453,0.001994717,0.002300503
31,Nebraska,Citizenship,US citizen,0.984474778,0.900050879,0.999704778,0.968779743,0.99569267,0.9893924,0.980861545
31,Nebraska,Citizenship,Non-US citizen,0.015525232,0.099949092,0.00029521,0.031220231,0.004307316,0.010607581,0.019138435
32,Nevada,Citizenship,US citizen,0.991712034,0.978964031,0.999078155,0.98981905,0.993457377,0.991918802,0.991486728
32,Nevada,Citizenship,Non-US citizen,0.00828799,0.02103596,0.000921824,0.010180937,0.006542644,0.008081213,0.00851327
33,New Hampshire,Citizenship,US citizen,0.989494979,0.924045563,0.998333573,0.97939074,0.993453503,0.993903577,0.9868958
33,New Hampshire,Citizenship,Non-US citizen,0.010504994,0.07595443,0.001666443,0.020609245,0.00654648,0.006096399,0.013104197
34,New Jersey,Citizenship,US citizen,0.974547088,0.937054932,0.99993062,0.970811307,0.976934433,0.970236301,0.976139784
34,New Jersey,Citizenship,Non-US citizen,0.025452919,0.062945046,0.0000693512,0.029188709,0.023065593,0.029763693,0.023860244
35,New Mexico,Citizenship,US citizen,0.994894981,0.976381719,0.999465108,0.994031072,0.995977044,0.994152069,0.995521367
35,New Mexico,Citizenship,Non-US citizen,0.005105021,0.023618272,0.000534886,0.005968929,0.004022973,0.005847953,0.004478608
36,New York,Citizenship,US citizen,0.977903068,0.944147766,0.999343991,0.973100543,0.98221606,0.973346233,0.979968548
36,New York,Citizenship,Non-US citizen,0.022096913,0.055852223,0.000656036,0.026899438,0.017783966,0.02665377,0.020031441
37,North Carolina,Citizenship,US citizen,0.989381731,0.947973192,0.999776423,0.989080131,0.990417778,0.991029203,0.988107264
37,North Carolina,Citizenship,Non-US citizen,0.010618269,0.052026819,0.00022357,0.010919888,0.009582229,0.008970827,0.011892714
38,North Dakota,Citizenship,US citizen,0.992379725,0,1,0.973941743,0.999749124,0.995342195,0.989558458
38,North Dakota,Citizenship,Non-US citizen,0.007620246,0,0,0.026058234,0.000250865,0.004657829,0.010441548
39,Ohio,Citizenship,US citizen,0.991894782,0.904688001,0.999847651,0.990220129,0.993241489,0.993346512,0.990835249
39,Ohio,Citizenship,Non-US citizen,0.008105207,0.095311977,0.000152347,0.009779892,0.006758504,0.006653512,0.009164739
40,Oklahoma,Citizenship,US citizen,0.993333399,0.95421809,0.999491155,0.991005242,0.995728612,0.995740294,0.991653264
40,Oklahoma,Citizenship,Non-US citizen,0.006666585,0.045781918,0.00050885,0.008994765,0.004271374,0.004259708,0.008346722
41,Oregon,Citizenship,US citizen,0.990396082,0.96228981,0.998641968,0.986720741,0.993346453,0.987599015,0.992801011
41,Oregon,Citizenship,Non-US citizen,0.009603917,0.03771016,0.001358047,0.013279271,0.006653521,0.012400996,0.007199004
42,Pennsylvania,Citizenship,US citizen,0.988966465,0.915977001,0.999210775,0.987842619,0.989590406,0.988929689,0.988993049
42,Pennsylvania,Citizenship,Non-US citizen,0.011033538,0.084023021,0.000789249,0.012157356,0.010409588,0.011070331,0.011006974
44,Rhode Island,Citizenship,US citizen,0.986537039,0.942682207,1,0.981188059,0.989995658,0.990748405,0.983528972
44,Rhode Island,Citizenship,Non-US citizen,0.013462977,0.057317819,0,0.018811952,0.010004329,0.009251588,0.016471053
45,South Carolina,Citizenship,US citizen,0.99030149,0.928293169,0.998749673,0.991472244,0.988928199,0.986451089,0.99312675
45,South Carolina,Citizenship,Non-US citizen,0.009698502,0.071706824,0.001250325,0.00852773,0.011071826,0.013548896,0.006873269
46,South Dakota,Citizenship,US citizen,0.994122803,0,1,0.985994756,0.9997105,0.99425149,0.994012594
46,South Dakota,Citizenship,Non-US citizen,0.005877207,0,0,0.014005227,0.000289505,0.005748489,0.005987416
47,Tennessee,Citizenship,US citizen,0.991245568,0.938758254,0.998955488,0.990315259,0.992092371,0.993270636,0.989516973
47,Tennessee,Citizenship,Non-US citizen,0.008754437,0.061241776,0.001044526,0.009684722,0.007907612,0.00672937,0.010483048
48,Texas,Citizenship,US citizen,0.980925083,0.945843935,0.999000371,0.978513241,0.983618855,0.981398642,0.98056519
48,Texas,Citizenship,Non-US citizen,0.019074922,0.054156061,0.000999619,0.021486755,0.016381145,0.018601332,0.0194348
49,Utah,Citizenship,US citizen,0.993709862,0.963870823,0.999246716,0.992525339,0.994374692,0.995692015,0.992080033
49,Utah,Citizenship,Non-US citizen,0.006290161,0.036129192,0.00075331,0.007474648,0.005625329,0.004308001,0.007919976
50,Vermont,Citizenship,US citizen,0.982646644,0,0.999373317,0.958656013,0.998332143,0.984117925,0.981807828
50,Vermont,Citizenship,Non-US citizen,0.017353354,0,0.000626709,0.041344009,0.001667837,0.015882101,0.018192202
51,Virginia,Citizenship,US citizen,0.984618127,0.932942688,0.999804437,0.981510758,0.986597061,0.985342801,0.984149039
51,Virginia,Citizenship,Non-US citizen,0.015381883,0.067057341,0.000195557,0.018489217,0.013402924,0.014657218,0.015850957
53,Washington,Citizenship,US citizen,0.980946183,0.935519934,0.998992741,0.978405952,0.982739687,0.980759978,0.981108308
53,Washington,Citizenship,Non-US citizen,0.019053793,0.064480044,0.001007264,0.021594046,0.017260337,0.019240001,0.018891705
54,West Virginia,Citizenship,US citizen,0.996447742,0,1,0.996543765,0.996203899,0.995703757,0.997151017
54,West Virginia,Citizenship,Non-US citizen,0.003552287,0,0,0.003456221,0.003796113,0.004296249,0.002849003
55,Wisconsin,Citizenship,US citizen,0.993332982,0.943751037,0.99982512,0.990025938,0.99545449,0.99683857,0.991000414
55,Wisconsin,Citizenship,Non-US citizen,0.006667037,0.056248985,0.000174895,0.00997404,0.004545528,0.003161405,0.008999568
56,Wyoming,Citizenship,US citizen,0.995063782,0,0.999364853,0.995507658,0.997170687,1,0.991214335
56,Wyoming,Citizenship,Non-US citizen,0.004936206,0,0.000635151,0.004492363,0.002829342,0,0.008785645
100,United States,Citizenship,US citizen,0.985543549,0.9460482,0.999323249,0.983555496,0.9873873,0.986071765,0.985193372
100,United States,Citizenship,Non-US citizen,0.014456445,0.05395183,0.000676772,0.016444497,0.012612703,0.013928225,0.014806629
